cas	phenotype	source	concentration	duration	phenotype_label	phenotype_CURIE	chem_label	chem_curie
439-14-5	Yolk edema	Biobide	LEL	4dpf	yolk edematous, abnormal	ZP_0002060	Diazepam	http://purl.obolibrary.org/obo/CHEBI_49575
56-55-3	Yolk edema	Biobide	LEL	4dpf	yolk edematous, abnormal	ZP_0002060	Benz(a)anthracene	http://purl.obolibrary.org/obo/CHEBI_51348
1241-94-7	Yolk edema	Biobide	LEL	4dpf	yolk edematous, abnormal	ZP_0002060	2-Ethylhexyl diphenyl phosphate	Q27259513
60-57-1	Yolk edema	Biobide	LEL	4dpf	yolk edematous, abnormal	ZP_0002060	Dieldrin	http://purl.obolibrary.org/obo/CHEBI_34696
58-89-9	Yolk edema	Biobide	LEL	4dpf	yolk edematous, abnormal	ZP_0002060	Lindane	http://purl.obolibrary.org/obo/CHEBI_32888
203-64-5	Yolk edema	Biobide	LEL	4dpf	yolk edematous, abnormal	ZP_0002060	4H-Cyclopenta(def)phenanthrene	Q27290553
85-01-8	Yolk edema	Biobide	LEL	4dpf	yolk edematous, abnormal	ZP_0002060	Phenanthrene	http://purl.obolibrary.org/obo/CHEBI_28851
76-44-8	Yolk edema	Biobide	LEL	4dpf	yolk edematous, abnormal	ZP_0002060	Heptachlor	http://purl.obolibrary.org/obo/CHEBI_34785
208-96-8	Yolk edema	Biobide	LEL	4dpf	yolk edematous, abnormal	ZP_0002060	Acenaphthylene	http://purl.obolibrary.org/obo/CHEBI_33081
107534-96-3	Yolk edema	Biobide	LEL	4dpf	yolk edematous, abnormal	ZP_0002060	Tebuconazole	http://purl.obolibrary.org/obo/CHEBI_81781
83-32-9	Yolk edema	Biobide	LEL	4dpf	yolk edematous, abnormal	ZP_0002060	Acenaphthene	http://purl.obolibrary.org/obo/CHEBI_22154
86-73-7	Yolk edema	Biobide	LEL	4dpf	yolk edematous, abnormal	ZP_0002060	Fluorene	http://purl.obolibrary.org/obo/CHEBI_28266
63-25-2	Yolk edema	Biobide	LEL	4dpf	yolk edematous, abnormal	ZP_0002060	Carbaryl	http://purl.obolibrary.org/obo/CHEBI_3390
1746-01-6	Yolk opacity	Biobide	LEL	4dpf	yolk opaque, abnormal	ZP_0002198	2,3,7,8-Tetrachlorodibenzo-p-dioxin	http://purl.obolibrary.org/obo/CHEBI_28119
56-35-9	Yolk opacity	Biobide	LEL	4dpf	yolk opaque, abnormal	ZP_0002198	Bis(tributyltin)oxide	http://purl.obolibrary.org/obo/CHEBI_81543
52918-63-5	Yolk opacity	Biobide	LEL	4dpf	yolk opaque, abnormal	ZP_0002198	Deltamethrin	http://purl.obolibrary.org/obo/CHEBI_4388
115-09-3	Yolk opacity	Biobide	LEL	4dpf	yolk opaque, abnormal	ZP_0002198	Methylmercuric(II) chloride	http://purl.obolibrary.org/obo/CHEBI_28216
60-57-1	Yolk opacity	Biobide	LEL	4dpf	yolk opaque, abnormal	ZP_0002198	Dieldrin	http://purl.obolibrary.org/obo/CHEBI_34696
79-94-7	Yolk opacity	Biobide	LEL	4dpf	yolk opaque, abnormal	ZP_0002198	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
50-29-3	Yolk opacity	Biobide	LEL	4dpf	yolk opaque, abnormal	ZP_0002198	Dichlorodiphenyltrichloroethane	http://purl.obolibrary.org/obo/CHEBI_16130
97-77-8	Yolk opacity	Biobide	LEL	4dpf	yolk opaque, abnormal	ZP_0002198	Disulfiram	http://purl.obolibrary.org/obo/CHEBI_4659
52645-53-1	Yolk opacity	Biobide	LEL	4dpf	yolk opaque, abnormal	ZP_0002198	Permethrin	http://purl.obolibrary.org/obo/CHEBI_34911
2465-27-2	Yolk opacity	Biobide	LEL	4dpf	yolk opaque, abnormal	ZP_0002198	Auramine hydrochloride	http://purl.obolibrary.org/obo/CHEBI_51876
1478-61-1	Yolk opacity	Biobide	LEL	4dpf	yolk opaque, abnormal	ZP_0002198	Bisphenol AF	http://purl.obolibrary.org/obo/CHEBI_72754
2921-88-2	Yolk opacity	Biobide	LEL	4dpf	yolk opaque, abnormal	ZP_0002198	Chlorpyrifos	http://purl.obolibrary.org/obo/CHEBI_34631
56-53-1	Yolk opacity	Biobide	LEL	4dpf	yolk opaque, abnormal	ZP_0002198	Diethylstilbestrol	http://purl.obolibrary.org/obo/CHEBI_41922
76-44-8	Yolk opacity	Biobide	LEL	4dpf	yolk opaque, abnormal	ZP_0002198	Heptachlor	http://purl.obolibrary.org/obo/CHEBI_34785
115-86-6	Yolk opacity	Biobide	LEL	4dpf	yolk opaque, abnormal	ZP_0002198	Triphenyl phosphate	http://purl.obolibrary.org/obo/CHEBI_35033
68937-41-7	Yolk opacity	Biobide	LEL	4dpf	yolk opaque, abnormal	ZP_0002198	Triphenyl phosphates isopropylated	Q27137290
1330-78-5	Yolk opacity	Biobide	LEL	4dpf	yolk opaque, abnormal	ZP_0002198	Tris(methylphenyl) phosphate	Q411317
50-28-2	Yolk opacity	Biobide	LEL	4dpf	yolk opaque, abnormal	ZP_0002198	17beta-Estradiol	http://purl.obolibrary.org/obo/CHEBI_16469
1241-94-7	Yolk opacity	Biobide	LEL	4dpf	yolk opaque, abnormal	ZP_0002198	2-Ethylhexyl diphenyl phosphate	Q27259513
56803-37-3	Yolk opacity	Biobide	LEL	4dpf	yolk opaque, abnormal	ZP_0002198	tert-Butylphenyl diphenyl phosphate	
56-38-2	Yolk opacity	Biobide	LEL	4dpf	yolk opaque, abnormal	ZP_0002198	Parathion	http://purl.obolibrary.org/obo/CHEBI_27928
439-14-5	Yolk opacity	Biobide	LEL	4dpf	yolk opaque, abnormal	ZP_0002198	Diazepam	http://purl.obolibrary.org/obo/CHEBI_49575
85-01-8	Yolk opacity	Biobide	LEL	4dpf	yolk opaque, abnormal	ZP_0002198	Phenanthrene	http://purl.obolibrary.org/obo/CHEBI_28851
107534-96-3	Yolk opacity	Biobide	LEL	4dpf	yolk opaque, abnormal	ZP_0002198	Tebuconazole	http://purl.obolibrary.org/obo/CHEBI_81781
56-55-3	Yolk opacity	Biobide	LEL	4dpf	yolk opaque, abnormal	ZP_0002198	Benz(a)anthracene	http://purl.obolibrary.org/obo/CHEBI_51348
58-89-9	Yolk opacity	Biobide	LEL	4dpf	yolk opaque, abnormal	ZP_0002198	Lindane	http://purl.obolibrary.org/obo/CHEBI_32888
203-64-5	Yolk opacity	Biobide	LEL	4dpf	yolk opaque, abnormal	ZP_0002198	4H-Cyclopenta(def)phenanthrene	Q27290553
63-25-2	Yolk opacity	Biobide	LEL	4dpf	yolk opaque, abnormal	ZP_0002198	Carbaryl	http://purl.obolibrary.org/obo/CHEBI_3390
83-32-9	Yolk opacity	Biobide	LEL	4dpf	yolk opaque, abnormal	ZP_0002198	Acenaphthene	http://purl.obolibrary.org/obo/CHEBI_22154
86-73-7	Yolk opacity	Biobide	LEL	4dpf	yolk opaque, abnormal	ZP_0002198	Fluorene	http://purl.obolibrary.org/obo/CHEBI_28266
207-08-9	Other effects	Biobide	LEL	4dpf	zebrafish anatomical entity quality, abnormal	ZP_0000001	Benzo(k)fluoranthene	http://purl.obolibrary.org/obo/CHEBI_34569
53-70-3	Other effects	Biobide	LEL	4dpf	zebrafish anatomical entity quality, abnormal	ZP_0000001	Dibenz(a,h)anthracene	http://purl.obolibrary.org/obo/CHEBI_35299
129-00-0	Other effects	Biobide	LEL	4dpf	zebrafish anatomical entity quality, abnormal	ZP_0000001	Pyrene	http://purl.obolibrary.org/obo/CHEBI_39106
52645-53-1	Other effects	Biobide	LEL	4dpf	zebrafish anatomical entity quality, abnormal	ZP_0000001	Permethrin	http://purl.obolibrary.org/obo/CHEBI_34911
50-29-3	Other effects	Biobide	LEL	4dpf	zebrafish anatomical entity quality, abnormal	ZP_0000001	Dichlorodiphenyltrichloroethane	http://purl.obolibrary.org/obo/CHEBI_16130
133-06-2	Other effects	Biobide	LEL	4dpf	zebrafish anatomical entity quality, abnormal	ZP_0000001	Captan	http://purl.obolibrary.org/obo/CHEBI_34608
97-77-8	Hatching	Biobide	LEL	4dpf	hatching delayed, abnormal	ZP_0003211	Disulfiram	http://purl.obolibrary.org/obo/CHEBI_4659
56-53-1	Hatching	Biobide	LEL	4dpf	hatching delayed, abnormal	ZP_0003211	Diethylstilbestrol	http://purl.obolibrary.org/obo/CHEBI_41922
1478-61-1	Hatching	Biobide	LEL	4dpf	hatching delayed, abnormal	ZP_0003211	Bisphenol AF	http://purl.obolibrary.org/obo/CHEBI_72754
50-28-2	Hatching	Biobide	LEL	4dpf	hatching delayed, abnormal	ZP_0003211	17beta-Estradiol	http://purl.obolibrary.org/obo/CHEBI_16469
439-14-5	Hatching	Biobide	LEL	4dpf	hatching delayed, abnormal	ZP_0003211	Diazepam	http://purl.obolibrary.org/obo/CHEBI_49575
107534-96-3	Hatching	Biobide	LEL	4dpf	hatching delayed, abnormal	ZP_0003211	Tebuconazole	http://purl.obolibrary.org/obo/CHEBI_81781
80-05-7	Hatching	Biobide	LEL	4dpf	hatching delayed, abnormal	ZP_0003211	Bisphenol A	http://purl.obolibrary.org/obo/CHEBI_33216
58-89-9	Hatching	Biobide	LEL	4dpf	hatching delayed, abnormal	ZP_0003211	Lindane	http://purl.obolibrary.org/obo/CHEBI_32888
52918-63-5	Necrotic tissues	Biobide	LEL	4dpf	whole organism necrotic, abnormal	ZP_0000398	Deltamethrin	http://purl.obolibrary.org/obo/CHEBI_4388
97-77-8	Necrotic tissues	Biobide	LEL	4dpf	whole organism necrotic, abnormal	ZP_0000398	Disulfiram	http://purl.obolibrary.org/obo/CHEBI_4659
56-53-1	Necrotic tissues	Biobide	LEL	4dpf	whole organism necrotic, abnormal	ZP_0000398	Diethylstilbestrol	http://purl.obolibrary.org/obo/CHEBI_41922
1478-61-1	Necrotic tissues	Biobide	LEL	4dpf	whole organism necrotic, abnormal	ZP_0000398	Bisphenol AF	http://purl.obolibrary.org/obo/CHEBI_72754
115-86-6	Necrotic tissues	Biobide	LEL	4dpf	whole organism necrotic, abnormal	ZP_0000398	Triphenyl phosphate	http://purl.obolibrary.org/obo/CHEBI_35033
68937-41-7	Necrotic tissues	Biobide	LEL	4dpf	whole organism necrotic, abnormal	ZP_0000398	Triphenyl phosphates isopropylated	Q27137290
56803-37-3	Necrotic tissues	Biobide	LEL	4dpf	whole organism necrotic, abnormal	ZP_0000398	tert-Butylphenyl diphenyl phosphate	
1241-94-7	Necrotic tissues	Biobide	LEL	4dpf	whole organism necrotic, abnormal	ZP_0000398	2-Ethylhexyl diphenyl phosphate	Q27259513
63-25-2	Necrotic tissues	Biobide	LEL	4dpf	whole organism necrotic, abnormal	ZP_0000398	Carbaryl	http://purl.obolibrary.org/obo/CHEBI_3390
115-09-3	Mortality	Lein	AC50	1dpf	death stage	UBERON_0000071	Methylmercuric(II) chloride	http://purl.obolibrary.org/obo/CHEBI_28216
55406-53-6	Mortality	Lein	AC50	1dpf	death stage	UBERON_0000071	3-Iodo-2-propynyl-N-butylcarbamate	http://purl.obolibrary.org/obo/CHEBI_83279
70-30-4	Mortality	Lein	AC50	1dpf	death stage	UBERON_0000071	Hexachlorophene	http://purl.obolibrary.org/obo/CHEBI_5693
83-79-4	Mortality	Lein	AC50	1dpf	death stage	UBERON_0000071	Rotenone	http://purl.obolibrary.org/obo/CHEBI_28201
79-94-7	Mortality	Lein	AC50	1dpf	death stage	UBERON_0000071	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
97-77-8	Mortality	Lein	AC50	1dpf	death stage	UBERON_0000071	Disulfiram	http://purl.obolibrary.org/obo/CHEBI_4659
56-53-1	Mortality	Lein	AC50	1dpf	death stage	UBERON_0000071	Diethylstilbestrol	http://purl.obolibrary.org/obo/CHEBI_41922
1478-61-1	Mortality	Lein	AC50	1dpf	death stage	UBERON_0000071	Bisphenol AF	http://purl.obolibrary.org/obo/CHEBI_72754
2001-95-8	Mortality	Lein	AC50	1dpf	death stage	UBERON_0000071	Valinomycin	http://purl.obolibrary.org/obo/CHEBI_28545
26040-51-7	Mortality	Lein	AC50	1dpf	death stage	UBERON_0000071	Bis(2-ethylhexyl) tetrabromophthalate	Q19931407
2001-95-8	Halted Dev.	Lein	AC50	1dpf	embryo development arrested, abnormal	ZP_0000305	Valinomycin	http://purl.obolibrary.org/obo/CHEBI_28545
83-79-4	Halted Dev.	Lein	AC50	1dpf	embryo development arrested, abnormal	ZP_0000305	Rotenone	http://purl.obolibrary.org/obo/CHEBI_28201
2465-27-2	Halted Dev.	Lein	AC50	1dpf	embryo development arrested, abnormal	ZP_0000305	Auramine hydrochloride	http://purl.obolibrary.org/obo/CHEBI_51876
79-94-7	Halted Dev.	Lein	AC50	1dpf	embryo development arrested, abnormal	ZP_0000305	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
70-30-4	Yolk E.	Lein	AC50	1dpf	yolk edematous, abnormal	ZP_00002060	Hexachlorophene	http://purl.obolibrary.org/obo/CHEBI_5693
70-30-4	Axis	Lein	AC50	1dpf	axis curved, abnormal	ZP_0005012	Hexachlorophene	http://purl.obolibrary.org/obo/CHEBI_5693
79-94-7	Axis	Lein	AC50	1dpf	axis curved, abnormal	ZP_0005012	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
56-53-1	Axis	Lein	AC50	1dpf	axis curved, abnormal	ZP_0005012	Diethylstilbestrol	http://purl.obolibrary.org/obo/CHEBI_41922
439-14-5	Axis	Lein	AC50	1dpf	axis curved, abnormal	ZP_0005012	Diazepam	http://purl.obolibrary.org/obo/CHEBI_49575
70-30-4	Notochord	Lein	AC50	1dpf	notochord undulate, abnormal	ZP_0000122	Hexachlorophene	http://purl.obolibrary.org/obo/CHEBI_5693
115-09-3	C. Fin	Lein	AC50	1dpf	caudal fin physical object quality, abnormal	ZP_0010405	Methylmercuric(II) chloride	http://purl.obolibrary.org/obo/CHEBI_28216
70-30-4	C. Fin	Lein	AC50	1dpf	caudal fin physical object quality, abnormal	ZP_0010405	Hexachlorophene	http://purl.obolibrary.org/obo/CHEBI_5693
97-77-8	C. Fin	Lein	AC50	1dpf	caudal fin physical object quality, abnormal	ZP_0010405	Disulfiram	http://purl.obolibrary.org/obo/CHEBI_4659
79-94-7	C. Fin	Lein	AC50	1dpf	caudal fin physical object quality, abnormal	ZP_0010405	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
56-53-1	C. Fin	Lein	AC50	1dpf	caudal fin physical object quality, abnormal	ZP_0010405	Diethylstilbestrol	http://purl.obolibrary.org/obo/CHEBI_41922
76-44-8	C. Fin	Lein	AC50	1dpf	caudal fin physical object quality, abnormal	ZP_0010405	Heptachlor	http://purl.obolibrary.org/obo/CHEBI_34785
115-09-3	Mortality	Lein	LEL	1dpf	death stage	UBERON_0000071	Methylmercuric(II) chloride	http://purl.obolibrary.org/obo/CHEBI_28216
2001-95-8	Mortality	Lein	LEL	1dpf	death stage	UBERON_0000071	Valinomycin	http://purl.obolibrary.org/obo/CHEBI_28545
55406-53-6	Mortality	Lein	LEL	1dpf	death stage	UBERON_0000071	3-Iodo-2-propynyl-N-butylcarbamate	http://purl.obolibrary.org/obo/CHEBI_83279
70-30-4	Mortality	Lein	LEL	1dpf	death stage	UBERON_0000071	Hexachlorophene	http://purl.obolibrary.org/obo/CHEBI_5693
83-79-4	Mortality	Lein	LEL	1dpf	death stage	UBERON_0000071	Rotenone	http://purl.obolibrary.org/obo/CHEBI_28201
79-94-7	Mortality	Lein	LEL	1dpf	death stage	UBERON_0000071	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
1478-61-1	Mortality	Lein	LEL	1dpf	death stage	UBERON_0000071	Bisphenol AF	http://purl.obolibrary.org/obo/CHEBI_72754
26040-51-7	Mortality	Lein	LEL	1dpf	death stage	UBERON_0000071	Bis(2-ethylhexyl) tetrabromophthalate	Q19931407
56-53-1	Mortality	Lein	LEL	1dpf	death stage	UBERON_0000071	Diethylstilbestrol	http://purl.obolibrary.org/obo/CHEBI_41922
97-77-8	Mortality	Lein	LEL	1dpf	death stage	UBERON_0000071	Disulfiram	http://purl.obolibrary.org/obo/CHEBI_4659
2001-95-8	Halted Dev.	Lein	LEL	1dpf	embryo development arrested, abnormal	ZP_0000305	Valinomycin	http://purl.obolibrary.org/obo/CHEBI_28545
83-79-4	Halted Dev.	Lein	LEL	1dpf	embryo development arrested, abnormal	ZP_0000305	Rotenone	http://purl.obolibrary.org/obo/CHEBI_28201
2465-27-2	Halted Dev.	Lein	LEL	1dpf	embryo development arrested, abnormal	ZP_0000305	Auramine hydrochloride	http://purl.obolibrary.org/obo/CHEBI_51876
439-14-5	Halted Dev.	Lein	LEL	1dpf	embryo development arrested, abnormal	ZP_0000305	Diazepam	http://purl.obolibrary.org/obo/CHEBI_49575
50-28-2	Halted Dev.	Lein	LEL	1dpf	embryo development arrested, abnormal	ZP_0000305	17beta-Estradiol	http://purl.obolibrary.org/obo/CHEBI_16469
2465-27-2	Craniofacial	Lein	LEL	1dpf	head morphology, abnormal	ZP_0001609	Auramine hydrochloride	http://purl.obolibrary.org/obo/CHEBI_51876
70-30-4	Axis	Lein	LEL	1dpf	axis curved, abnormal	ZP_0005012	Hexachlorophene	http://purl.obolibrary.org/obo/CHEBI_5693
79-94-7	Axis	Lein	LEL	1dpf	axis curved, abnormal	ZP_0005012	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
2465-27-2	Axis	Lein	LEL	1dpf	axis curved, abnormal	ZP_0005012	Auramine hydrochloride	http://purl.obolibrary.org/obo/CHEBI_51876
439-14-5	Axis	Lein	LEL	1dpf	axis curved, abnormal	ZP_0005012	Diazepam	http://purl.obolibrary.org/obo/CHEBI_49575
50-28-2	Axis	Lein	LEL	1dpf	axis curved, abnormal	ZP_0005012	17beta-Estradiol	http://purl.obolibrary.org/obo/CHEBI_16469
115-86-6	Axis	Lein	LEL	1dpf	axis curved, abnormal	ZP_0005012	Triphenyl phosphate	http://purl.obolibrary.org/obo/CHEBI_35033
1330-78-5	Axis	Lein	LEL	1dpf	axis curved, abnormal	ZP_0005012	Tris(methylphenyl) phosphate	Q411317
52918-63-5	Axis	Lein	LEL	1dpf	axis curved, abnormal	ZP_0005012	Deltamethrin	http://purl.obolibrary.org/obo/CHEBI_4388
79-94-7	C. Fin	Lein	LEL	1dpf	caudal fin physical object quality, abnormal	ZP_0010405	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
76-44-8	C. Fin	Lein	LEL	1dpf	caudal fin physical object quality, abnormal	ZP_0010405	Heptachlor	http://purl.obolibrary.org/obo/CHEBI_34785
1746-01-6	Mortality	Lein	AC50	2dpf	death stage	UBERON_0000071	2,3,7,8-Tetrachlorodibenzo-p-dioxin	http://purl.obolibrary.org/obo/CHEBI_28119
2001-95-8	Mortality	Lein	AC50	2dpf	death stage	UBERON_0000071	Valinomycin	http://purl.obolibrary.org/obo/CHEBI_28545
115-09-3	Mortality	Lein	AC50	2dpf	death stage	UBERON_0000071	Methylmercuric(II) chloride	http://purl.obolibrary.org/obo/CHEBI_28216
56-35-9	Mortality	Lein	AC50	2dpf	death stage	UBERON_0000071	Bis(tributyltin)oxide	http://purl.obolibrary.org/obo/CHEBI_81543
83-79-4	Mortality	Lein	AC50	2dpf	death stage	UBERON_0000071	Rotenone	http://purl.obolibrary.org/obo/CHEBI_28201
55406-53-6	Mortality	Lein	AC50	2dpf	death stage	UBERON_0000071	3-Iodo-2-propynyl-N-butylcarbamate	http://purl.obolibrary.org/obo/CHEBI_83279
70-30-4	Mortality	Lein	AC50	2dpf	death stage	UBERON_0000071	Hexachlorophene	http://purl.obolibrary.org/obo/CHEBI_5693
79-94-7	Mortality	Lein	AC50	2dpf	death stage	UBERON_0000071	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
2465-27-2	Mortality	Lein	AC50	2dpf	death stage	UBERON_0000071	Auramine hydrochloride	http://purl.obolibrary.org/obo/CHEBI_51876
1478-61-1	Mortality	Lein	AC50	2dpf	death stage	UBERON_0000071	Bisphenol AF	http://purl.obolibrary.org/obo/CHEBI_72754
97-77-8	Mortality	Lein	AC50	2dpf	death stage	UBERON_0000071	Disulfiram	http://purl.obolibrary.org/obo/CHEBI_4659
26040-51-7	Mortality	Lein	AC50	2dpf	death stage	UBERON_0000071	Bis(2-ethylhexyl) tetrabromophthalate	Q19931407
56-53-1	Mortality	Lein	AC50	2dpf	death stage	UBERON_0000071	Diethylstilbestrol	http://purl.obolibrary.org/obo/CHEBI_41922
50-28-2	Mortality	Lein	AC50	2dpf	death stage	UBERON_0000071	17beta-Estradiol	http://purl.obolibrary.org/obo/CHEBI_16469
83-79-4	Halted Dev.	Lein	AC50	2dpf	embryo development arrested, abnormal	ZP_0000305	Rotenone	http://purl.obolibrary.org/obo/CHEBI_28201
115-09-3	Halted Dev.	Lein	AC50	2dpf	embryo development arrested, abnormal	ZP_0000305	Methylmercuric(II) chloride	http://purl.obolibrary.org/obo/CHEBI_28216
2001-95-8	Halted Dev.	Lein	AC50	2dpf	embryo development arrested, abnormal	ZP_0000305	Valinomycin	http://purl.obolibrary.org/obo/CHEBI_28545
79-94-7	Halted Dev.	Lein	AC50	2dpf	embryo development arrested, abnormal	ZP_0000305	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
97-77-8	Halted Dev.	Lein	AC50	2dpf	embryo development arrested, abnormal	ZP_0000305	Disulfiram	http://purl.obolibrary.org/obo/CHEBI_4659
2465-27-2	Craniofacial	Lein	AC50	2dpf	head morphology, abnormal	ZP_0001609	Auramine hydrochloride	http://purl.obolibrary.org/obo/CHEBI_51876
97-77-8	Craniofacial	Lein	AC50	2dpf	head morphology, abnormal	ZP_0001609	Disulfiram	http://purl.obolibrary.org/obo/CHEBI_4659
2001-95-8	Yolk E.	Lein	AC50	2dpf	yolk edematous, abnormal	ZP_00002060	Valinomycin	http://purl.obolibrary.org/obo/CHEBI_28545
70-30-4	Yolk E.	Lein	AC50	2dpf	yolk edematous, abnormal	ZP_00002060	Hexachlorophene	http://purl.obolibrary.org/obo/CHEBI_5693
79-94-7	Yolk E.	Lein	AC50	2dpf	yolk edematous, abnormal	ZP_00002060	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
50-28-2	Yolk E.	Lein	AC50	2dpf	yolk edematous, abnormal	ZP_00002060	17beta-Estradiol	http://purl.obolibrary.org/obo/CHEBI_16469
26040-51-7	Yolk E.	Lein	AC50	2dpf	yolk edematous, abnormal	ZP_00002060	Bis(2-ethylhexyl) tetrabromophthalate	Q19931407
115-86-6	Yolk E.	Lein	AC50	2dpf	yolk edematous, abnormal	ZP_00002060	Triphenyl phosphate	http://purl.obolibrary.org/obo/CHEBI_35033
115-09-3	Par E.	Lein	AC50	2dpf	pericardium increased size, abnormal	ZP_0001241	Methylmercuric(II) chloride	http://purl.obolibrary.org/obo/CHEBI_28216
70-30-4	Par E.	Lein	AC50	2dpf	pericardium increased size, abnormal	ZP_0001241	Hexachlorophene	http://purl.obolibrary.org/obo/CHEBI_5693
68937-41-7	Par E.	Lein	AC50	2dpf	pericardium increased size, abnormal	ZP_0001241	Triphenyl phosphates isopropylated	Q27137290
860302-33-6	Par E.	Lein	AC50	2dpf	pericardium increased size, abnormal	ZP_0001241	Firemaster 550	
115-09-3	Axis	Lein	AC50	2dpf	axis curved, abnormal	ZP_0005012	Methylmercuric(II) chloride	http://purl.obolibrary.org/obo/CHEBI_28216
56-35-9	Axis	Lein	AC50	2dpf	axis curved, abnormal	ZP_0005012	Bis(tributyltin)oxide	http://purl.obolibrary.org/obo/CHEBI_81543
52918-63-5	Axis	Lein	AC50	2dpf	axis curved, abnormal	ZP_0005012	Deltamethrin	http://purl.obolibrary.org/obo/CHEBI_4388
2001-95-8	Axis	Lein	AC50	2dpf	axis curved, abnormal	ZP_0005012	Valinomycin	http://purl.obolibrary.org/obo/CHEBI_28545
70-30-4	Axis	Lein	AC50	2dpf	axis curved, abnormal	ZP_0005012	Hexachlorophene	http://purl.obolibrary.org/obo/CHEBI_5693
79-94-7	Axis	Lein	AC50	2dpf	axis curved, abnormal	ZP_0005012	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
56-53-1	Axis	Lein	AC50	2dpf	axis curved, abnormal	ZP_0005012	Diethylstilbestrol	http://purl.obolibrary.org/obo/CHEBI_41922
2465-27-2	Axis	Lein	AC50	2dpf	axis curved, abnormal	ZP_0005012	Auramine hydrochloride	http://purl.obolibrary.org/obo/CHEBI_51876
1478-61-1	Axis	Lein	AC50	2dpf	axis curved, abnormal	ZP_0005012	Bisphenol AF	http://purl.obolibrary.org/obo/CHEBI_72754
50-29-3	Axis	Lein	AC50	2dpf	axis curved, abnormal	ZP_0005012	Dichlorodiphenyltrichloroethane	http://purl.obolibrary.org/obo/CHEBI_16130
439-14-5	Axis	Lein	AC50	2dpf	axis curved, abnormal	ZP_0005012	Diazepam	http://purl.obolibrary.org/obo/CHEBI_49575
68937-41-7	Axis	Lein	AC50	2dpf	axis curved, abnormal	ZP_0005012	Triphenyl phosphates isopropylated	Q27137290
50-28-2	Axis	Lein	AC50	2dpf	axis curved, abnormal	ZP_0005012	17beta-Estradiol	http://purl.obolibrary.org/obo/CHEBI_16469
56803-37-3	Axis	Lein	AC50	2dpf	axis curved, abnormal	ZP_0005012	tert-Butylphenyl diphenyl phosphate	
52645-53-1	Axis	Lein	AC50	2dpf	axis curved, abnormal	ZP_0005012	Permethrin	http://purl.obolibrary.org/obo/CHEBI_34911
60-57-1	Axis	Lein	AC50	2dpf	axis curved, abnormal	ZP_0005012	Dieldrin	http://purl.obolibrary.org/obo/CHEBI_34696
115-86-6	Axis	Lein	AC50	2dpf	axis curved, abnormal	ZP_0005012	Triphenyl phosphate	http://purl.obolibrary.org/obo/CHEBI_35033
76-44-8	Axis	Lein	AC50	2dpf	axis curved, abnormal	ZP_0005012	Heptachlor	http://purl.obolibrary.org/obo/CHEBI_34785
70-30-4	Notochord	Lein	AC50	2dpf	notochord undulate, abnormal	ZP_0000122	Hexachlorophene	http://purl.obolibrary.org/obo/CHEBI_5693
115-09-3	C. Fin	Lein	AC50	2dpf	caudal fin physical object quality, abnormal	ZP_0010405	Methylmercuric(II) chloride	http://purl.obolibrary.org/obo/CHEBI_28216
2001-95-8	C. Fin	Lein	AC50	2dpf	caudal fin physical object quality, abnormal	ZP_0010405	Valinomycin	http://purl.obolibrary.org/obo/CHEBI_28545
56-35-9	C. Fin	Lein	AC50	2dpf	caudal fin physical object quality, abnormal	ZP_0010405	Bis(tributyltin)oxide	http://purl.obolibrary.org/obo/CHEBI_81543
70-30-4	C. Fin	Lein	AC50	2dpf	caudal fin physical object quality, abnormal	ZP_0010405	Hexachlorophene	http://purl.obolibrary.org/obo/CHEBI_5693
79-94-7	C. Fin	Lein	AC50	2dpf	caudal fin physical object quality, abnormal	ZP_0010405	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
97-77-8	C. Fin	Lein	AC50	2dpf	caudal fin physical object quality, abnormal	ZP_0010405	Disulfiram	http://purl.obolibrary.org/obo/CHEBI_4659
76-44-8	C. Fin	Lein	AC50	2dpf	caudal fin physical object quality, abnormal	ZP_0010405	Heptachlor	http://purl.obolibrary.org/obo/CHEBI_34785
